transaction_id,location_id,supplier_id,time_id,customer_id,demand_cylinders,supply_cylinders,shortage_cylinders,price_per_cylinder,subsidy_amount,delivery_delay_days,stock_available,transport_cost,weather_impact_score,strike_impact_flag,festival_demand_flag,emergency_supply_flag,warehouse_capacity,fulfilled_orders,unfulfilled_orders
18705,26,1,49,10,28,46,13,986.05,261,1,59,101.33,0.01,1,1,1,521,36,15
18706,1,14,301,62,5,11,8,1198.46,10.18,3,401,84.05,0.96,0,0,0,489,24,8
18707,8,1,204,2,46,20,0,1179.32,228.21,2,4,181,0.66,1,0,1,647,8,14
18708,4,1,115,63,46,16,15,1082.3,56.97,8,349,190.23,0.13,0,1,1,436,46,6
18709,21,4,20,91,17,35,17,1081.81,231.5,2,232,86.73,0.65,0,0,0,598,3,10
18710,22,12,85,76,27,13,15,1090.18,146.44,2,281,50.78,0.35,0,1,0,951,33,16
18711,37,15,253,16,26,46,11,1144.57,108.26,8,385,159.41,0.35,1,0,1,423,31,13
18712,49,4,52,16,4,9,11,1132.04,85.44,4,4,103.41,0.25,1,1,0,912,41,3
18713,3,10,148,3,8,31,13,1087.78,145.28,8,148,153.95,0.59,1,0,1,297,32,5
18714,19,11,186,89,26,36,7,1126.37,212.69,1,174,142.3,0.75,0,0,1,961,12,18
18715,1,6,173,18,33,14,4,972.05,165.93,9,405,51.43,0.53,0,0,1,507,7,9
18716,29,10,353,42,12,43,5,999.14,191.86,0,444,144.91,0.07,1,0,0,285,31,16
18717,23,12,114,32,13,12,12,1157.96,280.59,4,442,149.99,0.49,1,0,0,991,4,15
18718,33,3,2,50,21,23,19,836.66,186.47,7,237,50.16,0.66,1,1,1,184,20,4
18719,41,15,34,49,37,49,19,1110.35,176.17,4,480,183.53,0.14,0,1,1,691,22,7
18720,23,16,282,3,25,32,13,1068.59,112.74,9,246,142.03,0.43,0,1,1,914,35,18
18721,5,10,161,72,39,48,16,859.43,97.28,8,378,195.32,0.45,0,1,0,972,4,16
18722,7,11,170,5,3,1,9,966.89,158.73,0,449,168.58,0,0,0,1,500,12,7
18723,6,16,94,57,19,16,12,1091.28,4.02,7,253,80.87,0.84,0,1,0,717,19,1
18724,49,17,248,84,7,11,10,1089.76,172.84,9,422,143.26,0.13,1,0,0,857,3,11
18725,22,14,321,44,17,29,0,1076.41,100.02,9,411,53.59,0.57,1,1,0,244,13,1
18726,49,16,8,25,13,2,6,862.37,232.67,7,244,93.58,0.89,0,0,1,654,10,12
18727,13,14,321,70,24,16,4,1111.02,41.15,6,486,143.2,0.88,1,1,0,589,5,15
18728,12,6,110,92,45,16,4,852.83,216.8,2,119,53.52,0.71,1,1,1,462,16,11
18729,4,10,32,23,8,27,0,1192.36,133.89,7,153,102.55,0.8,0,0,0,672,15,18
18730,8,17,51,88,8,36,1,862.01,126.28,5,496,165.12,0.93,0,0,0,492,41,17
18731,37,10,168,10,45,33,13,1037.25,13.61,2,63,161.83,0.43,0,1,0,289,47,5
18732,31,10,66,10,2,26,18,1110.14,103.1,9,327,51.71,0.93,1,1,0,933,6,2
18733,37,14,31,33,30,11,17,802.95,279.71,2,488,91.76,0.93,1,0,0,759,34,11
18734,45,20,324,73,3,7,13,1088.01,3.67,1,139,73.45,0.31,0,1,1,388,9,3
18735,26,17,12,18,45,38,6,889.63,43.02,2,87,183.57,0.74,0,0,1,353,18,3
18736,43,9,287,67,26,38,5,872.31,235.75,7,189,57.25,0.7,1,0,1,461,41,4
18737,8,15,23,97,17,25,15,829.69,121.87,3,362,194.38,0.08,1,1,0,714,23,3
18738,40,7,161,74,38,8,0,876.48,44.24,2,336,179.53,0.84,1,1,1,930,47,1
18739,33,2,264,27,3,28,12,1043.97,52.05,6,313,173.44,0.16,1,0,1,484,5,18
18740,45,4,190,35,33,6,2,1199.64,35.8,5,422,50.01,0.23,0,1,1,794,5,10
18741,29,20,241,62,30,40,12,1027.04,13.18,6,123,57.14,0.58,0,0,1,862,6,16
18742,5,18,80,18,15,29,2,1041.9,297.53,3,171,175.67,0.71,1,0,1,124,35,3
18743,28,11,271,7,8,3,14,955.74,146.27,3,461,124.38,0.77,1,1,1,674,8,14
18744,40,5,104,71,30,36,17,815.02,79.92,2,364,178.79,0.35,1,1,0,720,14,19
18745,17,8,78,86,23,6,0,1092.7,155.75,8,437,167.03,0.5,0,0,1,787,8,1
18746,23,20,12,10,12,49,2,831.31,110.94,1,32,148.23,0.42,1,1,0,146,36,5
18747,45,5,283,27,39,1,19,1087.61,244.4,3,388,63.45,0.21,0,0,0,694,48,14
18748,9,2,111,68,48,15,5,1133.75,180.06,2,445,170.05,0.27,0,0,0,175,39,8
18749,2,5,260,76,8,29,9,889.47,249.1,3,356,64.99,0.62,0,1,0,879,42,16
18750,32,3,310,67,9,15,14,1110.31,70.71,6,73,169.76,0.8,1,0,1,195,44,13
18751,49,12,351,55,8,12,19,1164.84,162.34,2,168,54.09,0.61,0,0,0,748,38,0
18752,31,19,196,48,38,6,7,1023.01,78.99,4,281,119.19,0.47,0,0,0,702,6,10
18753,7,7,340,67,33,37,16,970.92,75.62,3,152,168.22,0.75,1,0,1,510,4,3
18754,30,19,184,89,48,7,3,1020.6,54.21,8,150,52.95,0.1,1,0,0,188,17,15
18755,3,4,146,26,33,40,1,1122.2,120.44,5,340,135.63,0.57,0,1,0,297,45,3
18756,9,14,175,40,45,42,11,1046.61,209.08,9,281,193.66,0.48,1,0,1,859,44,13
18757,10,19,200,71,11,39,5,1025.68,152.3,1,234,155.39,0.21,0,1,0,945,3,1
18758,46,18,188,46,23,39,9,962.22,291.77,2,331,182.81,0.29,0,0,1,891,10,14
18759,50,7,106,98,43,46,2,810.34,79.67,3,339,67.51,0.72,0,1,0,795,46,16
18760,47,15,73,74,43,4,7,858.84,207.1,8,106,113.62,0.5,1,1,1,274,33,18
18761,26,1,272,67,25,10,12,1004.86,112.44,4,394,139.92,0.84,0,0,1,589,2,1
18762,1,12,214,92,15,13,13,1058.34,104.59,3,186,61.45,0.03,1,1,0,524,14,3
18763,30,19,186,11,10,7,3,871.7,129.61,2,97,63.25,0.36,1,0,1,644,36,4
18764,38,6,140,51,20,35,3,1071.67,72.03,4,336,104.62,0.3,0,1,0,179,42,16
18765,15,13,167,32,16,5,2,1009.42,279.97,8,391,169.97,0.25,0,1,1,246,22,2
18766,25,6,143,72,35,18,18,1068.1,113.66,2,34,128.47,0.62,0,0,0,900,47,4
18767,6,13,72,20,34,7,2,1010.89,79.14,4,159,110.07,0.46,0,1,1,568,36,9
18768,18,15,344,5,21,38,2,971.16,176.57,3,39,171.98,0.82,0,0,0,702,12,15
18769,1,16,147,41,46,8,15,925.75,49.14,4,82,62.99,0.05,1,1,0,127,6,18
18770,3,8,101,13,47,39,7,866.44,219,6,327,129.27,0.51,1,1,0,872,46,4
18771,17,13,338,75,40,43,14,834.47,121.94,5,147,139.75,0.2,0,0,0,578,6,5
18772,48,13,85,98,1,42,19,1142.59,156.76,4,117,135.65,0.21,0,0,0,870,42,16
18773,8,20,305,3,25,26,8,1017.36,249.93,3,487,79.86,0.01,1,1,0,192,33,1
18774,49,20,295,15,46,6,5,1195.05,43.35,9,335,184.9,0.26,0,1,0,161,21,13
18775,40,12,334,97,14,18,19,1137.55,176.18,3,210,109.08,0.76,1,1,1,943,12,3
18776,17,19,143,56,19,38,3,846.73,10.2,5,181,191.54,0.68,0,1,0,672,14,12
18777,25,17,311,43,8,10,9,1148.48,119.58,2,2,77.74,0.52,1,1,0,637,12,8
18778,41,3,195,74,41,9,3,1110.48,256.11,6,19,88.56,0.78,0,0,0,274,44,1
18779,12,15,184,67,15,40,19,1195.07,217.52,4,338,73.8,0.12,1,0,1,303,15,11
18780,29,17,301,46,44,12,1,1155.46,235.59,7,175,195.93,0.27,1,1,0,799,16,17
18781,25,6,67,48,18,29,5,942.94,125.99,5,393,59.45,0.98,0,1,1,460,16,13
18782,36,19,222,78,1,21,0,1056.76,143.12,3,344,119.45,0.72,1,1,0,855,11,16
18783,25,12,262,97,47,21,10,1054.93,252.07,7,465,119.99,0.41,0,0,0,884,36,9
18784,29,4,326,97,33,27,2,1176.5,151.86,1,27,110.13,0.42,1,1,1,227,39,15
18785,11,12,22,36,1,42,4,869.2,177.96,4,274,148.31,0.6,1,1,1,887,44,0
18786,4,2,341,23,34,12,7,976.49,252.75,9,372,172.15,0.01,0,1,0,270,9,2
18787,14,7,166,55,4,29,19,1032.47,244.65,4,227,67.68,0.71,0,1,0,121,13,4
18788,46,16,102,55,17,26,15,802.41,73.12,1,230,70.05,0.06,1,0,0,492,7,6
18789,38,12,314,54,2,26,11,858.5,176.26,9,364,87.28,0.5,0,0,1,541,47,4
18790,17,16,110,65,39,28,19,1058.92,61.72,1,193,198.25,0.62,1,1,1,638,16,3
18791,2,14,342,91,10,14,13,988.91,12.11,5,475,176.86,0.61,0,1,0,949,26,17
18792,8,1,316,51,42,45,0,903.4,31.15,7,38,61.9,0.9,1,1,0,423,39,18
18793,36,9,179,32,45,25,10,875.73,140.66,2,270,176.64,0.22,1,1,1,574,27,9
18794,10,7,167,85,37,39,9,1102.12,266.62,9,106,192.54,0.19,1,0,0,857,33,14
18795,7,5,134,20,26,8,13,998.83,143.22,1,293,142.58,0.67,0,1,1,496,35,1
18796,36,10,30,91,27,15,14,915.39,37.86,5,381,152.6,0.46,1,1,1,305,16,7
18797,16,10,363,36,39,27,14,936.82,42.76,4,179,137.2,0.76,0,1,0,640,12,6
18798,14,18,86,32,25,41,1,1105.02,186.19,5,208,92.71,0.46,1,0,0,281,20,3
18799,16,7,9,57,29,35,5,949.84,257.62,7,484,56.73,0.59,1,1,0,663,28,14
18800,25,18,136,29,46,5,8,957.16,96.05,5,469,62.37,0.02,0,1,0,173,31,16
18801,41,13,290,46,18,4,5,1006.37,164.99,3,334,184.01,0.74,0,1,0,128,15,11
18802,4,11,136,87,22,21,0,824.01,267.7,5,40,119.72,0.95,1,1,0,727,48,14
18803,29,10,140,35,26,20,4,1088.24,39.75,6,331,50.55,0.12,1,1,1,775,6,14
18804,6,9,43,79,26,6,11,836.03,46.95,8,448,144.02,0.2,0,0,1,219,29,7
18805,1,15,105,74,21,29,15,1154.52,113.16,6,345,125.11,0.81,0,1,0,962,36,14
18806,39,14,312,52,21,40,0,1016.66,136.03,7,315,64.89,0.09,1,1,0,401,19,8
18807,1,3,31,15,42,3,16,1176.62,68.85,7,344,147.36,0.15,1,0,0,697,15,14
18808,40,14,170,89,8,36,17,960.97,164.88,0,95,178.55,0.15,1,0,0,863,4,7
18809,3,16,161,81,2,17,4,1193.36,269.43,1,2,192.62,0.32,0,0,1,232,45,9
18810,1,3,275,51,46,49,19,1043.92,265.37,4,314,168.22,0.58,1,1,0,550,28,0
18811,1,8,253,31,34,37,19,849.37,18.57,8,235,64.46,0.53,1,1,0,982,47,10
18812,39,2,219,75,12,49,12,1025.09,181.06,1,438,106.69,0.59,1,1,0,102,27,13
18813,21,2,113,84,49,25,16,820.93,64.52,8,486,154.76,0.09,1,1,1,299,11,9
18814,45,18,220,95,18,44,15,976.03,199.22,3,154,141.67,0.2,0,0,1,293,23,4
18815,30,7,183,16,17,35,12,1069.25,170.56,1,445,127.37,0.88,0,1,1,915,17,12
18816,32,17,260,36,15,21,19,853.92,67.12,9,176,180.58,0.03,1,0,0,676,19,0
18817,33,6,12,39,3,2,2,865.69,282.3,6,442,184.7,0.85,0,0,0,304,17,2
18818,48,10,340,11,21,11,5,1104.92,142,4,103,52.51,0.05,1,1,1,265,39,14
18819,22,7,360,20,19,38,10,908.88,117.59,2,445,81.5,0.45,0,1,0,909,45,3
18820,30,4,246,90,32,17,6,1141.7,237.47,5,441,120.26,0.27,1,1,1,112,7,1
18821,46,11,250,56,11,31,13,1045.7,89.29,0,159,73.41,0.1,0,0,1,423,48,12
18822,4,16,58,90,18,19,11,1018.69,177.55,2,113,103.79,0.09,1,1,0,726,5,6
18823,23,17,304,42,29,29,0,958,61.36,4,32,114.49,0.01,0,1,1,390,44,6
18824,44,6,1,47,3,13,16,1183.56,18.37,4,369,109.33,0.9,0,1,1,760,6,15
18825,25,20,361,6,4,21,17,1049.78,149.5,5,286,136.16,0.14,1,1,0,189,38,13
18826,12,19,203,35,28,37,10,831.28,48.83,7,37,105.18,0.6,1,0,1,421,1,4
18827,17,20,44,8,9,5,11,963.31,108.21,1,326,136.48,0.51,0,0,1,897,44,9
18828,15,18,319,71,38,28,12,849.12,142.86,3,288,169.32,0.34,1,0,1,746,43,17
18829,10,15,95,37,7,15,12,1093.85,1.78,5,359,185.41,0.4,0,1,0,731,20,14
18830,35,2,294,50,1,27,4,900,104.5,4,480,165.67,0.92,0,0,0,180,1,13
18831,29,19,9,16,35,4,11,806.54,133.35,9,27,83.15,0.59,0,0,0,323,2,19
18832,12,6,262,9,47,38,3,1197.72,163.55,8,287,178.42,0.78,0,0,1,943,28,10
18833,1,12,326,75,34,3,19,988.83,252.09,8,499,159.23,0.36,1,0,0,569,13,17
18834,1,1,253,85,9,29,9,813.96,97.95,7,136,193.05,0.37,1,0,0,591,5,10
18835,10,11,308,60,26,11,16,981.95,276.66,9,188,172.46,0.75,0,1,0,248,34,3
18836,18,19,323,51,8,36,12,909.22,100.91,2,145,90.85,0.39,1,0,0,355,26,2
18837,47,4,96,46,19,27,14,1090.48,169.33,0,445,52.82,0.03,1,1,1,635,17,0
18838,2,19,355,71,26,39,18,803.06,23.41,6,15,103.54,0.79,0,0,0,915,41,16
18839,49,6,130,12,46,35,9,854.78,120.64,1,230,68.52,0.39,0,1,1,505,43,19
18840,8,8,36,64,10,5,6,941.54,233.29,7,36,114.39,0.47,1,1,1,838,19,15
18841,22,9,105,21,43,16,11,958.69,89.1,8,180,147.52,0.59,1,0,0,612,6,16
18842,22,10,199,5,30,21,12,995.12,3.36,7,344,116.69,0.04,0,1,1,918,9,6
18843,26,10,291,6,40,25,14,941.29,278.56,0,160,136.25,0.54,1,0,0,196,31,19
18844,26,10,30,43,36,30,15,959.48,2.05,1,276,135.61,0.5,1,0,0,129,37,14
18845,9,4,93,26,31,3,6,993.91,79.91,9,57,122.25,0.05,1,0,1,279,24,14
18846,21,18,236,93,8,37,1,1172.94,270.66,2,138,139.71,0.42,1,1,1,644,5,7
18847,31,12,361,54,42,7,17,1010.75,41.27,6,214,93.77,0.72,1,0,1,945,26,8
18848,43,11,195,3,47,39,14,972.12,257.83,4,447,198.8,0.4,0,0,1,242,32,0
18849,6,16,256,11,13,3,14,819.14,286.8,9,212,114.51,0.96,1,1,1,460,12,11
18850,14,19,356,87,37,41,17,859.89,186.93,8,294,169.57,0.3,1,1,1,698,24,17
18851,33,11,359,25,30,8,10,1102.86,99.73,5,394,167.88,0.46,0,0,0,317,26,7
18852,7,4,31,12,15,21,0,1183.41,92.54,8,480,105.89,0.22,0,0,1,921,12,10
18853,24,12,25,65,35,18,4,953.41,41.59,9,435,81.19,0.83,0,0,0,307,7,7
18854,9,17,303,4,3,10,16,1184.8,270.53,0,113,124.98,0.17,1,1,1,951,14,5
18855,11,13,1,52,29,20,10,931.28,238.16,9,351,106.06,0.53,0,0,0,611,40,5
18856,23,4,358,65,24,40,8,1180.85,66.96,0,424,120.67,0.39,0,0,0,578,6,9
18857,48,6,118,70,45,40,7,1043.74,200.58,5,396,189.46,0.42,1,1,1,932,47,19
18858,2,7,165,34,23,49,19,811.5,177.78,9,295,138.83,0.77,0,0,1,373,45,13
18859,15,8,113,91,9,29,0,831.26,42.37,0,350,142.22,0.68,0,1,1,388,46,12
18860,35,2,195,16,2,49,8,1191.91,71.48,1,236,147.07,0.29,1,0,0,793,49,12
18861,36,9,140,75,15,30,13,922.1,40.57,9,28,51.42,0.64,0,0,0,673,32,17
18862,28,10,20,14,32,36,13,805.6,161.71,3,211,162.85,0.31,1,1,1,993,23,14
18863,39,19,286,74,18,32,3,831.27,58.1,1,95,122.69,0.04,0,1,0,276,9,18
18864,44,1,231,61,29,6,13,1011.93,295.07,9,187,151.98,0.95,0,0,1,724,19,16
18865,4,16,79,53,40,19,2,891.41,82.79,3,351,109.89,0.53,0,1,0,267,29,4
18866,10,18,128,58,3,31,17,1101.65,216.86,0,276,50.35,0.78,1,1,1,663,16,8
18867,6,8,85,63,33,33,16,1153.75,97.97,3,122,135.45,0.71,1,0,0,949,14,0
18868,30,10,64,13,7,4,8,945.05,107.26,8,65,114.02,0.99,0,1,0,225,47,7
18869,46,11,274,45,30,11,16,1078.29,93.35,0,320,149.24,0.65,0,1,0,815,7,11
18870,35,17,288,98,27,6,19,1089.99,32.51,7,231,105.42,0.96,1,0,1,631,21,11
18871,49,7,253,97,38,12,17,989.35,278.26,3,393,131.58,0.86,1,0,1,405,45,17
18872,43,3,94,55,29,37,14,903.84,233.66,8,324,88.42,0.29,1,0,0,794,46,12
18873,10,7,289,33,31,46,4,1103.13,71.1,9,333,150.05,0.99,0,1,1,412,46,8
18874,32,6,150,62,1,31,2,820.34,92.24,4,60,76.48,0.71,0,0,1,532,27,9
18875,42,3,365,39,41,17,13,833.04,132.33,8,474,166.82,0.29,1,0,0,418,27,0
18876,42,8,157,13,43,4,3,846.82,232.39,5,9,70.21,0.01,1,1,0,282,2,12
18877,3,1,216,81,27,15,2,927.22,262.92,8,414,97.29,0,1,1,1,494,9,7
18878,26,5,260,73,27,38,17,919.3,230.36,2,230,90.38,0.56,0,0,0,609,8,18
18879,15,19,100,13,29,45,5,927.11,285.02,5,412,137.24,0.03,1,0,1,303,3,15
18880,17,13,122,16,5,12,5,838.95,228.35,4,204,110.8,0.36,1,0,0,123,42,11
18881,27,11,132,54,3,10,18,968.34,67.19,4,494,138.15,0.56,0,0,0,749,43,17
18882,18,11,5,30,29,6,8,993.34,113.57,9,289,81.34,0.13,0,1,1,671,21,18
18883,19,2,233,39,41,22,12,1152.83,222.74,3,7,92.72,0.02,0,0,0,590,41,16
18884,12,9,167,97,39,41,15,1171.67,37.97,1,170,117.58,0.5,0,1,1,627,29,17
18885,24,2,57,64,13,31,14,933.17,68.93,9,395,108.28,0,0,0,1,609,31,4
18886,5,19,31,70,33,16,14,1184.6,294.61,1,32,81.17,0.13,0,0,0,639,36,18
18887,24,12,7,12,20,8,9,990.21,199.46,2,79,55.91,0.78,1,1,0,266,18,4
18888,27,9,12,2,3,39,16,1136.21,53.47,6,453,160.04,0.23,0,0,0,815,22,12
18889,48,9,10,33,6,46,13,802.56,27.68,4,217,51.45,0.2,0,1,1,306,8,2
18890,30,10,157,15,43,36,0,833,288.7,7,249,128.1,0.58,1,1,1,949,46,17
18891,15,5,213,81,17,3,12,969.88,149.63,3,431,121.79,0.64,0,1,1,464,3,14
18892,47,9,141,52,47,29,15,958.22,126.27,6,232,181.06,0.45,0,1,0,972,46,4
18893,38,18,127,35,4,3,3,985.05,238.93,1,74,154.04,0.93,0,0,1,322,19,2
18894,44,10,198,95,33,10,2,905.82,200.76,3,408,53.12,0.03,1,1,0,524,21,11
18895,34,17,137,94,33,46,9,1030.13,167.42,2,267,64.93,0.94,0,0,0,239,19,4
18896,27,10,179,38,6,32,19,1095.66,68.66,8,21,158.37,0.14,1,1,1,963,36,16
18897,20,14,88,80,41,21,13,853.93,166.59,2,392,84.29,0.95,1,0,1,745,15,7
18898,41,4,267,42,14,6,11,1018.69,162.1,8,166,69.33,0.8,1,0,0,201,8,16
18899,32,10,164,81,46,44,10,894.68,30.44,7,394,104.83,0.33,0,1,0,271,34,3
18900,4,18,249,7,7,32,16,1154.57,150.38,8,86,191.43,0.26,1,0,1,568,25,13
18901,5,5,1,56,6,44,4,1163.41,180.75,6,129,108.21,0.8,0,0,1,888,36,12
18902,8,9,277,5,3,28,8,1084.53,219.29,8,51,145.47,0.38,0,0,1,885,12,1
18903,22,6,172,40,37,4,9,866.73,166.62,2,417,90.36,0.94,1,1,0,472,47,15
18904,42,16,356,61,22,30,19,1180.81,168.04,7,407,166.33,0.81,0,1,0,135,26,4
18905,7,16,262,91,38,42,16,1095.83,170.05,7,305,106.48,0.37,1,0,1,640,32,16
18906,22,11,142,65,8,44,12,841.03,81.2,1,311,177.2,0.64,1,1,0,515,8,3
18907,46,15,93,66,24,17,3,1032.31,262.72,5,349,160.91,0.42,1,0,1,478,38,18
18908,30,19,129,68,13,28,19,1047.31,185.32,5,384,66.86,0.26,0,0,1,572,33,13
18909,37,3,136,65,13,39,8,1036.85,204.84,4,413,86.7,0.72,0,0,0,834,21,18
18910,16,16,111,93,1,10,4,1014.07,150.8,7,358,91.51,0.5,0,1,1,819,36,3
18911,15,20,44,85,41,1,18,827.83,43.97,1,19,95.5,0.67,1,0,0,254,32,6
18912,5,5,211,42,36,31,7,878.48,48,3,150,164.96,0.33,0,0,1,522,17,17
18913,3,9,343,35,32,32,9,1172.94,138.03,5,113,100.65,0.02,0,1,1,910,44,15
18914,23,5,359,98,5,20,3,1108.61,261.34,3,372,132.6,0.23,0,1,1,603,29,12
18915,10,4,361,66,49,29,3,1026.39,36.35,1,422,174.22,0.83,0,0,1,459,10,5
18916,5,13,331,25,7,37,4,1033.96,150.84,9,197,61.19,0.76,0,0,0,658,24,19
18917,23,20,247,6,45,25,3,919.55,11.91,8,112,94.46,0.85,0,1,1,177,2,1
18918,15,17,232,8,32,38,4,929.31,261.54,5,398,195.14,0.72,0,1,0,346,21,1
18919,18,20,292,35,28,1,16,851.86,78.44,8,497,182.13,0.47,0,0,1,852,22,6
18920,25,12,170,53,33,15,15,1171.43,105.39,5,470,168.71,0.88,0,1,0,815,39,13
18921,8,20,234,19,46,34,11,1062.43,49.24,0,270,81.9,0.71,1,0,0,758,22,0
18922,31,20,8,9,14,23,0,907.52,94.12,6,68,174.51,0.32,1,1,1,503,48,7
18923,21,7,302,33,13,29,1,1085.09,117.88,8,350,193.9,0.08,1,0,1,455,15,19
18924,2,1,100,8,29,13,7,1141.03,47.96,5,326,145.68,0.1,0,0,1,304,25,15
18925,22,16,253,38,40,2,10,1080.37,84.55,4,310,64.55,0.4,1,1,1,914,24,11
18926,8,7,308,32,1,40,1,911.53,205.37,2,286,193.3,0.12,1,0,0,310,8,6
18927,23,2,282,23,47,5,12,887.2,260.18,8,252,50.14,0.96,1,0,0,188,7,10
18928,32,12,291,34,49,22,1,842.83,194.41,9,420,156.18,0.37,0,1,0,120,16,10
18929,8,11,188,87,49,15,13,960.82,288.83,5,410,124.21,0.17,0,0,0,927,11,18
18930,4,8,123,46,27,13,15,1170.32,73.75,2,301,114.25,0.73,1,0,0,739,34,6
18931,30,1,132,32,30,30,0,879.79,108.46,2,43,180.98,0.59,1,1,1,676,47,14
18932,19,3,236,1,34,25,13,992.19,98.72,2,153,103.25,0.61,0,1,1,874,30,4
18933,23,8,221,7,46,21,15,803.98,159.06,7,318,69.8,0.42,0,1,0,315,23,11
18934,18,8,62,24,1,17,18,1137.55,213.9,6,123,79.11,0.99,1,0,1,984,22,16
18935,29,11,320,2,34,36,4,1048.54,63.55,9,230,88.42,0.48,0,1,1,172,43,18
18936,23,5,178,18,7,39,2,928.21,247.3,5,433,115.36,0.08,0,0,1,832,16,3
18937,33,8,220,83,1,34,6,851.19,101.64,5,495,84.13,0.27,0,1,0,498,30,8
18938,47,9,171,100,42,41,13,1052.07,138.86,0,35,65.39,0.5,1,0,1,970,39,4
18939,18,17,82,56,18,34,17,1014.61,250.81,7,356,74.4,0.61,1,0,0,728,23,10
18940,44,5,14,92,35,49,7,1193.45,98.35,4,347,74.36,0.54,0,0,0,912,17,14
18941,33,19,270,99,19,38,11,987.73,201.07,6,290,191.05,0.52,1,1,0,296,17,8
18942,7,19,54,32,13,38,6,863.26,139.08,5,450,102.46,0.02,1,1,1,272,2,3
18943,28,2,131,77,23,26,16,1138.98,82.04,1,338,119.09,0.32,0,0,1,202,35,11
18944,1,19,98,70,2,2,10,1157.84,134.36,7,401,172.08,0.72,0,0,1,328,28,19
18945,39,15,201,93,3,34,8,841.15,227.77,0,157,128.56,0.49,1,0,0,503,15,2
18946,34,8,360,10,22,38,14,1130.77,200.42,4,218,72.95,0.31,0,0,0,840,46,14
18947,39,8,261,40,36,41,14,904.54,226.42,5,245,169.45,0.29,1,0,0,455,9,1
18948,19,1,221,74,49,36,3,1015.32,94.09,5,400,152.65,0.8,0,1,1,773,9,18
18949,31,14,5,34,8,42,11,1037.25,231.17,9,139,193.56,0.22,0,1,1,834,28,0
18950,13,11,117,84,23,34,11,1158.01,121.42,7,32,89.85,0.38,0,1,0,828,4,1
18951,24,7,301,33,8,45,7,863.12,161.07,4,255,73.97,0.34,0,0,1,697,34,5
18952,5,18,192,75,25,4,16,807.88,263.58,1,287,144.82,0.01,0,0,1,497,14,9
18953,23,15,116,88,35,11,16,1038.71,215.31,8,361,72.55,0.56,0,0,1,867,16,13
18954,19,10,236,97,47,42,10,1051.87,214.63,4,496,170.81,0.35,0,0,0,872,41,11
18955,1,4,51,57,11,13,8,1186.13,149.84,9,314,120.96,0.55,1,1,1,334,47,9
18956,33,1,13,22,41,39,16,839.98,173.95,2,42,195.74,0.58,0,1,0,629,24,8
18957,50,14,218,48,43,36,15,963.11,226.37,2,14,76.04,0.13,1,0,0,546,4,8
18958,33,20,329,76,6,5,18,1084.46,1.22,0,194,163.81,0.74,1,0,0,122,17,19
18959,32,20,68,94,42,39,2,1022.4,124,2,114,85.66,0.63,1,0,0,301,46,13
18960,28,9,231,32,42,11,19,1181.6,89.82,9,177,102.88,0.8,0,1,0,173,1,4
18961,37,13,325,83,45,27,12,835.46,76.67,5,346,118.49,0.33,1,1,1,737,4,0
18962,41,17,92,45,17,3,11,858.47,248.71,2,185,92,0.38,1,0,1,857,47,15
18963,12,20,104,2,36,45,18,1045.66,143,1,244,162.09,0.12,0,1,0,911,42,13
18964,9,4,78,78,18,28,2,1051.54,14.96,7,392,103.43,0.1,0,1,1,549,48,10
18965,50,5,102,55,33,35,4,986.22,292.79,4,166,111.9,0.43,0,1,0,283,36,12
18966,11,18,261,59,18,37,4,1096.08,43.98,8,392,133.3,0.17,1,1,1,174,31,18
18967,33,17,304,33,7,14,12,933.84,130.06,0,381,139.59,0.83,0,0,1,604,42,1
18968,19,7,226,96,29,29,12,909.57,189.54,3,250,143.12,0.77,1,0,0,779,22,11
18969,42,10,348,83,5,37,14,875.12,169.29,3,454,147.68,0.5,0,0,0,100,24,15
18970,34,9,175,14,16,17,11,1042.63,130.58,9,383,133.03,0.06,0,0,1,606,48,7
18971,7,13,88,68,31,14,4,1121.77,91.36,6,441,133.57,0.62,1,0,1,742,14,1
18972,31,18,118,66,5,31,19,811.96,170.71,4,119,136.08,0.89,1,1,1,426,15,5
18973,2,12,280,74,10,48,3,864.25,256.66,1,36,190.45,0.22,1,1,0,589,43,18
18974,19,8,141,59,29,38,12,1141.08,71.99,2,389,76.96,0.29,1,1,1,416,43,10
18975,38,18,113,93,29,5,15,808.83,18.9,7,235,136.65,0.8,1,1,0,767,10,7
18976,32,5,249,15,16,18,17,817.71,107.31,1,386,199.06,0.93,0,0,0,101,26,4
18977,10,7,89,31,4,18,1,1006.03,224.21,5,488,193.08,0.42,0,1,0,933,15,1
18978,41,15,365,97,1,15,9,946.8,297.4,2,222,167.57,0.36,0,0,1,472,27,16
18979,8,3,309,29,8,4,7,1107.94,195.28,5,396,94.53,0.96,0,1,0,614,11,8
18980,26,18,220,75,28,38,17,1060.92,152.8,5,81,168.08,0.65,1,1,1,975,9,18
18981,30,6,51,73,1,41,17,874.95,23.03,5,1,198.34,0.57,1,1,0,580,38,1
18982,11,6,175,47,28,9,19,935.22,102.37,4,347,177.62,0.67,0,1,0,938,35,8
18983,41,20,209,57,3,19,15,834.7,16.99,9,138,86.03,0.74,0,1,0,335,40,11
18984,20,1,117,58,2,25,14,837.74,126.07,3,108,120.31,0.87,0,1,1,900,20,0
